/home/yubin/miniconda3/envs/torch/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:129: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
Epoch is [47/600], mini-batch is [24/27], time consumption is 0.20357108, batch_loss is 1.21435559
classify loss is 0.31513584, angle loss is 0.00456882, iou loss is 0.66899407
Epoch is [47/600], mini-batch is [25/27], time consumption is 0.20021605, batch_loss is 1.02981806
classify loss is 0.31593889, angle loss is 0.00530603, iou loss is 0.55063266
Epoch is [47/600], mini-batch is [26/27], time consumption is 0.19915032, batch_loss is 0.91963184
classify loss is 0.27137184, angle loss is 0.00444958, iou loss is 0.54383337
Epoch is [47/600], mini-batch is [27/27], time consumption is 0.20193577, batch_loss is 0.85970104
epoch_loss is 0.95975358, epoch_time is 20.31121325
Mon May 23 16:29:45 2022
==================================================
classify loss is 0.48403245, angle loss is 0.00957360, iou loss is 0.66892344
Epoch is [48/600], mini-batch is [1/27], time consumption is 0.21132898, batch_loss is 1.24869180
classify loss is 0.43603998, angle loss is 0.01282616, iou loss is 0.64194441
Epoch is [48/600], mini-batch is [2/27], time consumption is 0.20513034, batch_loss is 1.20624602
classify loss is 0.26129168, angle loss is 0.00258300, iou loss is 0.46070442
Epoch is [48/600], mini-batch is [3/27], time consumption is 0.20512223, batch_loss is 0.74782610
classify loss is 0.29826659, angle loss is 0.00245671, iou loss is 0.52165532
Epoch is [48/600], mini-batch is [4/27], time consumption is 0.20944571, batch_loss is 0.84448904
classify loss is 0.27761662, angle loss is 0.00317616, iou loss is 0.53777432
Epoch is [48/600], mini-batch is [5/27], time consumption is 0.20285773, batch_loss is 0.84715247
classify loss is 0.39728123, angle loss is 0.00395864, iou loss is 0.57247043
Epoch is [48/600], mini-batch is [6/27], time consumption is 0.20671654, batch_loss is 1.00933814
classify loss is 0.42947340, angle loss is 0.00425193, iou loss is 0.66213048
Epoch is [48/600], mini-batch is [7/27], time consumption is 0.20179868, batch_loss is 1.13412321
classify loss is 0.35442907, angle loss is 0.09006232, iou loss is 0.62521446
Epoch is [48/600], mini-batch is [8/27], time consumption is 0.19986606, batch_loss is 1.88026667
classify loss is 0.23062098, angle loss is 0.00237736, iou loss is 0.39222521
Epoch is [48/600], mini-batch is [9/27], time consumption is 0.20384860, batch_loss is 0.64661974
classify loss is 0.27772081, angle loss is 0.00815795, iou loss is 0.56357223
Epoch is [48/600], mini-batch is [10/27], time consumption is 0.20451140, batch_loss is 0.92287248
classify loss is 0.27562141, angle loss is 0.00551145, iou loss is 0.49815843
Epoch is [48/600], mini-batch is [11/27], time consumption is 0.20065498, batch_loss is 0.82889432
classify loss is 0.24483454, angle loss is 0.00365918, iou loss is 0.39494309
Epoch is [48/600], mini-batch is [12/27], time consumption is 0.20086455, batch_loss is 0.67636943
classify loss is 0.43084145, angle loss is 0.01319909, iou loss is 0.56126404
Epoch is [48/600], mini-batch is [13/27], time consumption is 0.20499206, batch_loss is 1.12409639
classify loss is 0.34030378, angle loss is 0.00852467, iou loss is 0.55687159
Epoch is [48/600], mini-batch is [14/27], time consumption is 0.20091915, batch_loss is 0.98242211
classify loss is 0.33718336, angle loss is 0.00573250, iou loss is 0.68230897
Epoch is [48/600], mini-batch is [15/27], time consumption is 0.20290565, batch_loss is 1.07681727
classify loss is 0.28080535, angle loss is 0.00838915, iou loss is 0.47592446
Epoch is [48/600], mini-batch is [16/27], time consumption is 0.20228291, batch_loss is 0.84062135
classify loss is 0.29964399, angle loss is 0.00540083, iou loss is 0.44130227
Epoch is [48/600], mini-batch is [17/27], time consumption is 0.20353103, batch_loss is 0.79495454
classify loss is 0.32584900, angle loss is 0.00540270, iou loss is 0.42995641
Epoch is [48/600], mini-batch is [18/27], time consumption is 0.20592403, batch_loss is 0.80983233
classify loss is 0.22259277, angle loss is 0.00583159, iou loss is 0.44035286
Epoch is [48/600], mini-batch is [19/27], time consumption is 0.20068479, batch_loss is 0.72126156
classify loss is 0.34287286, angle loss is 0.01936682, iou loss is 0.52397239
Epoch is [48/600], mini-batch is [20/27], time consumption is 0.20398593, batch_loss is 1.06051350
classify loss is 0.32066709, angle loss is 0.00440044, iou loss is 0.48669401
Epoch is [48/600], mini-batch is [21/27], time consumption is 0.20429420, batch_loss is 0.85136551
classify loss is 0.30065691, angle loss is 0.00784236, iou loss is 0.45695612
Epoch is [48/600], mini-batch is [22/27], time consumption is 0.20565891, batch_loss is 0.83603668
classify loss is 0.31604439, angle loss is 0.00577085, iou loss is 0.52298826
Epoch is [48/600], mini-batch is [23/27], time consumption is 0.20655823, batch_loss is 0.89674121
classify loss is 0.35622025, angle loss is 0.00531545, iou loss is 0.46508005
Epoch is [48/600], mini-batch is [24/27], time consumption is 0.20665121, batch_loss is 0.87445480
classify loss is 0.29005426, angle loss is 0.00290113, iou loss is 0.49610436
Epoch is [48/600], mini-batch is [25/27], time consumption is 0.20301962, batch_loss is 0.81516987
classify loss is 0.41137075, angle loss is 0.00337220, iou loss is 0.53128439
Epoch is [48/600], mini-batch is [26/27], time consumption is 0.19903040, batch_loss is 0.97637713
classify loss is 0.31713355, angle loss is 0.00305311, iou loss is 0.54524910
Epoch is [48/600], mini-batch is [27/27], time consumption is 0.20416141, batch_loss is 0.89291376
epoch_loss is 0.94616546, epoch_time is 20.43962264
Mon May 23 16:30:05 2022
==================================================
classify loss is 0.29457772, angle loss is 0.00291843, iou loss is 0.50923395
Epoch is [49/600], mini-batch is [1/27], time consumption is 0.20988846, batch_loss is 0.83299595
classify loss is 0.26100355, angle loss is 0.00356812, iou loss is 0.56503749
Epoch is [49/600], mini-batch is [2/27], time consumption is 0.20191956, batch_loss is 0.86172223
classify loss is 0.31360996, angle loss is 0.00282100, iou loss is 0.54341668
Epoch is [49/600], mini-batch is [3/27], time consumption is 0.20404243, batch_loss is 0.88523662
classify loss is 0.20984507, angle loss is 0.00290009, iou loss is 0.44679418
Epoch is [49/600], mini-batch is [4/27], time consumption is 0.20725322, batch_loss is 0.68564016
classify loss is 0.25362825, angle loss is 0.00299135, iou loss is 0.46517950
Epoch is [49/600], mini-batch is [5/27], time consumption is 0.20123529, batch_loss is 0.74872130
classify loss is 0.23249185, angle loss is 0.01250381, iou loss is 0.53319782
Epoch is [49/600], mini-batch is [6/27], time consumption is 0.19983697, batch_loss is 0.89072782
classify loss is 0.32320911, angle loss is 0.00689034, iou loss is 0.50390273
Epoch is [49/600], mini-batch is [7/27], time consumption is 0.20268345, batch_loss is 0.89601529
classify loss is 0.28707349, angle loss is 0.00413379, iou loss is 0.50635934
Epoch is [49/600], mini-batch is [8/27], time consumption is 0.20383596, batch_loss is 0.83477080
classify loss is 0.37995452, angle loss is 0.00363384, iou loss is 0.66479403
Epoch is [49/600], mini-batch is [9/27], time consumption is 0.20321965, batch_loss is 1.08108687
classify loss is 0.40938497, angle loss is 0.00641702, iou loss is 0.48911509
Epoch is [49/600], mini-batch is [10/27], time consumption is 0.19963002, batch_loss is 0.96267027
classify loss is 0.25530767, angle loss is 0.00832799, iou loss is 0.50247276
Epoch is [49/600], mini-batch is [11/27], time consumption is 0.20383239, batch_loss is 0.84106028
classify loss is 0.28027761, angle loss is 0.00621268, iou loss is 0.46287122
Epoch is [49/600], mini-batch is [12/27], time consumption is 0.20360661, batch_loss is 0.80527562
classify loss is 0.27132708, angle loss is 0.00497409, iou loss is 0.49029335
Epoch is [49/600], mini-batch is [13/27], time consumption is 0.20152950, batch_loss is 0.81136131
classify loss is 0.40487736, angle loss is 0.04473623, iou loss is 0.57824939
Epoch is [49/600], mini-batch is [14/27], time consumption is 0.19920206, batch_loss is 1.43048906
classify loss is 0.28968811, angle loss is 0.00561760, iou loss is 0.57191557
Epoch is [49/600], mini-batch is [15/27], time consumption is 0.20447540, batch_loss is 0.91777968
classify loss is 0.36292446, angle loss is 0.00654802, iou loss is 0.58453882
Epoch is [49/600], mini-batch is [16/27], time consumption is 0.20076799, batch_loss is 1.01294351
classify loss is 0.40817708, angle loss is 0.00950324, iou loss is 0.58060259
Epoch is [49/600], mini-batch is [17/27], time consumption is 0.20378661, batch_loss is 1.08381200
classify loss is 0.30825460, angle loss is 0.00411281, iou loss is 0.46816644
Epoch is [49/600], mini-batch is [18/27], time consumption is 0.20311642, batch_loss is 0.81754917
classify loss is 0.38512981, angle loss is 0.01174897, iou loss is 0.64247602
Epoch is [49/600], mini-batch is [19/27], time consumption is 0.20683646, batch_loss is 1.14509559
classify loss is 0.31371045, angle loss is 0.00396710, iou loss is 0.47872198
Epoch is [49/600], mini-batch is [20/27], time consumption is 0.20376110, batch_loss is 0.83210349
classify loss is 0.30225939, angle loss is 0.00362708, iou loss is 0.49086738
Epoch is [49/600], mini-batch is [21/27], time consumption is 0.20044947, batch_loss is 0.82939756
classify loss is 0.29304594, angle loss is 0.00221894, iou loss is 0.41441694
Epoch is [49/600], mini-batch is [22/27], time consumption is 0.20398998, batch_loss is 0.72965229
classify loss is 0.31605124, angle loss is 0.00387172, iou loss is 0.43589452
Epoch is [49/600], mini-batch is [23/27], time consumption is 0.20232916, batch_loss is 0.79066300
classify loss is 0.28313178, angle loss is 0.00554109, iou loss is 0.42379928
Epoch is [49/600], mini-batch is [24/27], time consumption is 0.20214152, batch_loss is 0.76234198
classify loss is 0.33996135, angle loss is 0.00176835, iou loss is 0.41391292
Epoch is [49/600], mini-batch is [25/27], time consumption is 0.20131683, batch_loss is 0.77155781
classify loss is 0.39714706, angle loss is 0.00543858, iou loss is 0.65308964
Epoch is [49/600], mini-batch is [26/27], time consumption is 0.20133305, batch_loss is 1.10462248
classify loss is 0.26887125, angle loss is 0.00217061, iou loss is 0.42174673
Epoch is [49/600], mini-batch is [27/27], time consumption is 0.20249295, batch_loss is 0.71232414
epoch_loss is 0.89176357, epoch_time is 20.31137872
Mon May 23 16:30:26 2022
==================================================
classify loss is 0.31971931, angle loss is 0.01113250, iou loss is 0.50470394
Epoch is [50/600], mini-batch is [1/27], time consumption is 0.20737600, batch_loss is 0.93574828
classify loss is 0.40782595, angle loss is 0.00221616, iou loss is 0.70975262
Epoch is [50/600], mini-batch is [2/27], time consumption is 0.20520496, batch_loss is 1.13974023
classify loss is 0.38611871, angle loss is 0.00394272, iou loss is 0.56507701
Epoch is [50/600], mini-batch is [3/27], time consumption is 0.20513463, batch_loss is 0.99062294
classify loss is 0.31609869, angle loss is 0.00261759, iou loss is 0.59488147
Epoch is [50/600], mini-batch is [4/27], time consumption is 0.20289254, batch_loss is 0.93715608
classify loss is 0.26606816, angle loss is 0.00485038, iou loss is 0.46030074
Epoch is [50/600], mini-batch is [5/27], time consumption is 0.20330238, batch_loss is 0.77487266
classify loss is 0.25270844, angle loss is 0.00363524, iou loss is 0.44343051
Epoch is [50/600], mini-batch is [6/27], time consumption is 0.20554304, batch_loss is 0.73249137
classify loss is 0.29704940, angle loss is 0.00290597, iou loss is 0.52195406
Epoch is [50/600], mini-batch is [7/27], time consumption is 0.20472717, batch_loss is 0.84806317
classify loss is 0.30636251, angle loss is 0.00294253, iou loss is 0.49029198
Epoch is [50/600], mini-batch is [8/27], time consumption is 0.20222354, batch_loss is 0.82607979
classify loss is 0.37167162, angle loss is 0.00279813, iou loss is 0.35235113
Epoch is [50/600], mini-batch is [9/27], time consumption is 0.20280528, batch_loss is 0.75200403
classify loss is 0.40258878, angle loss is 0.00628302, iou loss is 0.61986291
Epoch is [50/600], mini-batch is [10/27], time consumption is 0.20050788, batch_loss is 1.08528185
classify loss is 0.33385020, angle loss is 0.00306758, iou loss is 0.43757835
Epoch is [50/600], mini-batch is [11/27], time consumption is 0.20609403, batch_loss is 0.80210441
classify loss is 0.28526962, angle loss is 0.00388109, iou loss is 0.49404079
Epoch is [50/600], mini-batch is [12/27], time consumption is 0.20752311, batch_loss is 0.81812131
classify loss is 0.30430579, angle loss is 0.00380693, iou loss is 0.48899713
Epoch is [50/600], mini-batch is [13/27], time consumption is 0.20572042, batch_loss is 0.83137220
classify loss is 0.32593179, angle loss is 0.00298990, iou loss is 0.43804651
Epoch is [50/600], mini-batch is [14/27], time consumption is 0.20448875, batch_loss is 0.79387724
classify loss is 0.41643709, angle loss is 0.01412441, iou loss is 0.66659349
Epoch is [50/600], mini-batch is [15/27], time consumption is 0.20112252, batch_loss is 1.22427464
classify loss is 0.25226003, angle loss is 0.00321277, iou loss is 0.45976216
Epoch is [50/600], mini-batch is [16/27], time consumption is 0.20053220, batch_loss is 0.74414992
classify loss is 0.28942931, angle loss is 0.00222191, iou loss is 0.38363191
Epoch is [50/600], mini-batch is [17/27], time consumption is 0.20031810, batch_loss is 0.69528031
classify loss is 0.29302746, angle loss is 0.00524545, iou loss is 0.42327839
Epoch is [50/600], mini-batch is [18/27], time consumption is 0.20190644, batch_loss is 0.76876032
classify loss is 0.25332725, angle loss is 0.00883684, iou loss is 0.44142786
Epoch is [50/600], mini-batch is [19/27], time consumption is 0.20052314, batch_loss is 0.78312349
classify loss is 0.26276368, angle loss is 0.00914998, iou loss is 0.45764297
Epoch is [50/600], mini-batch is [20/27], time consumption is 0.20429206, batch_loss is 0.81190646
classify loss is 0.25846088, angle loss is 0.00373109, iou loss is 0.46227530
Epoch is [50/600], mini-batch is [21/27], time consumption is 0.20457387, batch_loss is 0.75804704
classify loss is 0.30243176, angle loss is 0.00355658, iou loss is 0.51939791
Epoch is [50/600], mini-batch is [22/27], time consumption is 0.20356894, batch_loss is 0.85739547
classify loss is 0.31279367, angle loss is 0.00383707, iou loss is 0.64224195
Epoch is [50/600], mini-batch is [23/27], time consumption is 0.20215154, batch_loss is 0.99340630
classify loss is 0.20706487, angle loss is 0.00330107, iou loss is 0.47283244
Epoch is [50/600], mini-batch is [24/27], time consumption is 0.20242453, batch_loss is 0.71290803
classify loss is 0.37832469, angle loss is 0.00247893, iou loss is 0.47952241
Epoch is [50/600], mini-batch is [25/27], time consumption is 0.19922733, batch_loss is 0.88263637
classify loss is 0.23465884, angle loss is 0.00383915, iou loss is 0.47743952
Epoch is [50/600], mini-batch is [26/27], time consumption is 0.20226812, batch_loss is 0.75048983
classify loss is 0.35246563, angle loss is 0.00277607, iou loss is 0.43691999
